Study,Sample,Sample_Type,DPN,Sample_Vol,InteritE_DNA,IntegritE_Cq,IntegritE_Total,IntegritE_Copies,IntegritE_SE,I6S_DNA,I6S_Cq,I6S_Total,I6S_Copies,I6S_SE,NosZI_DNA,NosZI_Cq,NosZI_Total,NosZI_Copies,NosZI_SE,NosZII_DNA,NosZII_Total,NosZII_Copies,NosZII_SE,Notes
PCS2019,56,gDNA,74,,"671,662.53",16.69,,,,"2,390,876.02",16.19,,,,"45,056.72",18.64,,,,"334,755.23",,,,
PCS2019,56,gDNA,74,,"541,611.30",17.01,,,,"2,343,871.99",16.22,,,,"45,659.41",18.62,,,,"248,533.09",,,,
PCS2019,56,gDNA,74,,,,,,,"2,313,050.48",16.24,,,,"45,357.06",18.63,,,,"344,673.64",,,,
PCS2019,56,gDNA,74,,,,,,,"2,222,996.48",16.3,,,,"46,270.15",18.6,,,,"245,647.27",,,,
PCS2019,56,gDNA,74,,,,,,,"2,136,448.56",16.36,,,,"39,713.50",18.83,,,,"319,476.00",,,,
PCS2019,56,gDNA,74,,,,,,,"2,208,332.10",16.31,,,,"53,197.72",18.39,,,,"260,419.41",,,,
PCS2019,54,gDNA,75,0.73,"768,361.77",16.49,34713334,47403160,7183,"2,179,292.92",16.33,101957043,139228517,3444259,"41,604.04",18.76,2038581,2783806,102185,"249,988.69",10993699,15012562,569733,
PCS2019,54,gDNA,75,,"713,571.84",16.6,,,,"1,822,666.03",16.6,,,,"38,415.94",18.88,,,,"225,045.25",,,,
PCS2019,54,gDNA,75,,"704,038.22",16.62,,,,"2,108,354.63",16.38,,,,"42,160.55",18.74,,,,"238,578.47",,,,
PCS2019,54,gDNA,75,,"591,094.91",16.88,,,,"2,012,903.42",16.45,,,,"39,978.23",18.82,,,,"194,476.15",,,,
PCS2019,54,gDNA,75,,,,,,,"2,108,354.63",16.38,,,,"41,604.04",18.76,,,,"218,569.29",,,,
PCS2019,54,gDNA,75,,,,,,,"2,208,332.10",16.31,,,,"39,978.23",18.82,,,,"239,975.77",,,,
PCS2019,54,gDNA,75,,,,,,,"2,026,270.06",16.44,,,,"33,636.03",19.08,,,,"211,043.66",,,,
PCS2019,54,gDNA,75,,,,,,,"1,846,953.15",16.58,,,,"48,795.93",18.52,,,,"181,314.55",,,,
PCS2019,36,gDNA,76,0.72,"742,954.28",16.54,35828118,49431730,3267,"2,438,822.67",16.16,132806412,183231805,5146136,"55,730.17",18.32,2697446,3721642,53592,"222,432.15",11680498,16115478,344602,
PCS2019,36,gDNA,76,,"747,967.66",16.53,,,,"2,623,001.30",16.05,,,,"55,361.14",18.33,,,,"247,085.97",,,,
PCS2019,36,gDNA,76,,"689,976.09",16.65,,,,"2,821,088.99",15.94,,,,"52,147.92",18.42,,,,"251,452.82",,,,
PCS2019,36,gDNA,76,,"685,351.41",16.66,,,,"2,554,470.83",16.09,,,,"54,994.56",18.34,,,,"217,296.64",,,,
PCS2019,36,gDNA,76,,,,,,,"3,094,982.77",15.8,,,,"56,852.08",18.29,,,,"251,452.82",,,,
PCS2019,36,gDNA,76,,,,,,,"2,588,509.28",16.07,,,,"53,197.72",18.39,,,,"230,363.89",,,,
PCS2019,36,gDNA,76,,,,,,,"2,640,419.28",16.04,,,,"53,197.72",18.39,,,,"226,363.28",,,,
PCS2019,36,gDNA,76,,,,,,,"2,487,730.85",16.13,,,,"50,110.07",18.48,,,,"222,432.15",,,,
BIOS2020,D6,gDNA,77,0.39,329.58,28.02,172746,438218,673,"3,157,049.58",15.77,154867178,392864481,35268508,"22,428.45",19.69,1398202,3546935,159729,"579,594.86",28458829,72193884,1860115,
BIOS2020,D6,gDNA,77,,"5,335.13",23.88,,,,"2,935,371.83",15.88,,,,"29,647.18",19.27,,,,"632,654.53",,,,
BIOS2020,D6,gDNA,77,,327.37,28.03,,,,"3,178,013.90",15.76,,,,"27,013.99",19.41,,,,"546,717.69",,,,
BIOS2020,D6,gDNA,77,,"7,827.57",23.31,,,,"3,533,019.37",15.6,,,,"33,636.03",19.08,,,,"515,705.45",,,,
BIOS2020,D6,gDNA,77,,,,,,,"3,850,464.10",15.47,,,,"31,265.55",19.19,,,,"618,047.80",,,,
BIOS2020,D6,gDNA,77,,,,,,,"1,283,407.20",17.13,,,,"28,488.62",19.33,,,,"546,717.69",,,,
BIOS2020,D6,gDNA,77,,,,,,,"3,284,942.24",15.71,,,,"25,446.07",19.5,,,,"530,985.21",,,,
BIOS2020,D6,gDNA,77,,,,,,,"3,556,480.31",15.59,,,,"25,786.44",19.48,,,,"582,989.41",,,,
PCS2019,73,cDNA,78,2.37,"17,645,198.78",11.83,1.16E+11,48747946278,5294,"32,012,354.68",12.27,2.66E+11,1.12E+11,4851685986,99.17,27.85,639561,269482,8294,119.01,1150475,484758,104831,
PCS2019,73,cDNA,78,,"14,133,262.35",12.16,,,,"30,563,064.34",12.34,,,,82.33,28.13,,,,121.11,,,,
PCS2019,73,cDNA,78,,"17,764,266.78",11.82,,,,"34,202,788.27",12.17,,,,82.88,28.12,,,,157.51,,,,
PCS2019,73,cDNA,78,,"13,850,971.21",12.19,,,,"38,023,469.23",12.01,,,,87.99,28.03,,,,91.51,,,,
PCS2019,73,cDNA,78,,,,,,,"39,302,817.52",11.96,,,,81.79,28.14,,,,391.7,,,,
PCS2019,73,cDNA,78,,,,,,,"33,309,181.05",12.21,,,,85.11,28.08,,,,126.9,,,,
PCS2019,73,cDNA,78,,,,,,,"41,166,544.05",11.89,,,,81.79,28.14,,,,116.94,,,,
PCS2019,73,cDNA,78,,,,,,,"42,551,645.12",11.84,,,,99.83,27.84,,,,136.12,,,,
